Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Driver_Age,Driver_Gender,License_Type,Penalty_Points,Weather_Condition,Road_Condition,Officer_ID,Issuing_Agency,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Previous_Violations,Comments
VLT100096,Over-speeding,4657,Gujarat,2023-04-07,12:56,Truck,Black,2013,Gujarat,31,Other,Four-Wheeler,10,Foggy,Dry,OFF8148,Traffic Police,Valid,4,Yes,No,Green,60,29,0.23,Positive,Yes,No,Card,Yes,1,Repeat Offender
VLT100097,Over-speeding,611,West Bengal,2023-04-08,14:39,Scooter,Blue,2010,West Bengal,43,Male,Learner,5,Rainy,Under Construction,OFF3360,RTO,Valid,2,N/A,No,Red,80,44,0.02,Positive,Yes,Yes,Not Paid,Yes,0,
VLT100098,Wrong Parking,1292,Punjab,2023-04-09,16:06,Bus,Grey,2011,Karnataka,35,Other,Two-Wheeler,0,Rainy,Under Construction,OFF8092,Highway Patrol,Suspended,5,No,No,Green,30,99,0.24,Negative,Yes,Yes,Cash,Yes,5,Fine Paid On Spot
VLT100099,No Seatbelt,3424,West Bengal,2023-04-10,12:42,Scooter,Black,2010,Uttar Pradesh,32,Other,Heavy Vehicle,9,Foggy,Under Construction,OFF6291,Highway Patrol,Valid,3,N/A,Yes,Green,50,58,0.35,Positive,Yes,No,Cash,No,3,Repeat Offender
VLT100100,Over-speeding,1541,Uttar Pradesh,2023-04-11,09:48,Bike,Grey,2005,West Bengal,31,Female,Commercial,9,Rainy,Slippery,OFF8868,Local Police,Valid,2,Yes,No,Yellow,60,38,0.1,Not Conducted,Yes,No,Online,Yes,2,Repeat Offender
VLT100101,Using Mobile Phone,3591,Gujarat,2023-04-12,10:48,Scooter,Silver,2009,Tamil Nadu,64,Female,Learner,9,Cloudy,Wet,OFF9025,RTO,Suspended,2,N/A,N/A,Yellow,50,111,0.07,Positive,No,No,Card,No,4,
VLT100102,Overloading,4981,Maharashtra,2023-04-13,13:43,Bike,Black,2023,Punjab,66,Other,Two-Wheeler,7,Rainy,Wet,OFF5047,Traffic Police,Suspended,3,No,No,Yellow,50,77,0.0,Negative,Yes,Yes,Not Paid,Yes,5,First Violation
VLT100103,Wrong Parking,445,Delhi,2023-04-14,04:26,Bike,Red,2003,Uttar Pradesh,63,Female,Learner,7,Cloudy,Dry,OFF6997,RTO,Valid,1,N/A,N/A,Yellow,50,84,0.33,Not Conducted,Yes,Yes,Card,Yes,5,First Violation
VLT100104,No Helmet,4273,Tamil Nadu,2023-04-15,05:08,Truck,Blue,2015,Uttar Pradesh,73,Other,Four-Wheeler,0,Dust Storm,Under Construction,OFF9139,Local Police,Expired,5,Yes,No,Green,60,32,0.06,Positive,No,Yes,Not Paid,Yes,4,
VLT100105,Over-speeding,775,Maharashtra,2023-04-16,17:40,Car,Black,2002,Gujarat,21,Male,Two-Wheeler,6,Foggy,Dry,OFF6359,Highway Patrol,Expired,3,N/A,No,Green,30,36,0.36,Positive,Yes,Yes,Not Paid,No,2,First Violation
VLT100106,Driving Without License,840,Delhi,2023-04-17,12:39,Scooter,Silver,2023,Karnataka,48,Other,Commercial,8,Clear,Under Construction,OFF6748,Highway Patrol,Suspended,1,N/A,N/A,Red,60,110,0.24,Negative,Yes,Yes,Not Paid,Yes,1,Repeat Offender
VLT100107,Over-speeding,2662,Punjab,2023-04-18,09:05,Truck,Red,1997,Uttar Pradesh,64,Male,Four-Wheeler,6,Clear,Wet,OFF6066,Local Police,Valid,3,No,N/A,Red,80,71,0.25,Negative,No,No,Online,Yes,3,
VLT100108,No Helmet,1079,Punjab,2023-04-19,23:09,Auto Rickshaw,Grey,1995,Karnataka,26,Male,Commercial,3,Cloudy,Potholes,OFF4221,Local Police,Expired,3,N/A,Yes,Red,100,88,0.2,Positive,No,No,Card,No,0,
VLT100109,Signal Jumping,1174,Maharashtra,2023-04-20,15:26,Bus,White,2005,Tamil Nadu,70,Male,Two-Wheeler,0,Cloudy,Wet,OFF5344,Traffic Police,Valid,5,N/A,Yes,Yellow,80,46,0.31,Negative,No,Yes,Cash,No,0,First Violation
VLT100110,Driving Without License,1068,West Bengal,2023-04-21,23:26,Scooter,Black,2004,Delhi,74,Other,Commercial,7,Cloudy,Potholes,OFF7173,Highway Patrol,Valid,1,No,N/A,Green,40,98,0.41,Negative,Yes,Yes,Cash,Yes,5,First Violation
VLT100111,No Seatbelt,4318,Maharashtra,2023-04-22,02:51,Bike,Grey,2006,Uttar Pradesh,46,Female,Commercial,10,Clear,Slippery,OFF3644,RTO,Suspended,5,N/A,Yes,Red,60,82,0.02,Negative,No,No,Cash,Yes,0,First Violation
VLT100112,Signal Jumping,2224,West Bengal,2023-04-23,02:50,Car,Silver,2023,Maharashtra,56,Male,Learner,2,Clear,Potholes,OFF4274,RTO,Suspended,3,N/A,N/A,Red,100,69,0.2,Not Conducted,No,Yes,Online,Yes,2,First Violation
VLT100113,No Seatbelt,354,Karnataka,2023-04-24,18:43,Bus,White,2010,Karnataka,64,Male,Four-Wheeler,9,Cloudy,Wet,OFF5750,RTO,Expired,2,N/A,N/A,Red,40,61,0.17,Positive,Yes,Yes,Cash,Yes,4,First Violation
VLT100114,Wrong Parking,900,Maharashtra,2023-04-25,23:07,Auto Rickshaw,Silver,2011,Karnataka,57,Female,Heavy Vehicle,7,Dust Storm,Slippery,OFF9363,Highway Patrol,Expired,2,N/A,Yes,Yellow,40,45,0.2,Not Conducted,Yes,No,Online,Yes,5,First Violation
VLT100115,Wrong Parking,3302,Karnataka,2023-04-26,17:12,Bike,White,2012,Karnataka,49,Other,Four-Wheeler,4,Cloudy,Potholes,OFF6780,Local Police,Suspended,4,N/A,Yes,Green,60,66,0.47,Negative,Yes,Yes,Not Paid,No,5,Repeat Offender
VLT100116,No Seatbelt,3110,Gujarat,2023-04-27,05:12,Bus,Blue,2020,Delhi,20,Male,Four-Wheeler,9,Clear,Wet,OFF8470,Highway Patrol,Expired,2,Yes,No,Yellow,50,98,0.25,Not Conducted,No,No,Cash,No,2,First Violation
VLT100117,Overloading,2877,Punjab,2023-04-28,21:01,Truck,Grey,2023,Gujarat,72,Other,Four-Wheeler,4,Rainy,Wet,OFF2779,Local Police,Valid,3,N/A,No,Green,40,30,0.21,Not Conducted,No,No,Not Paid,No,3,First Violation
VLT100118,No Seatbelt,4372,West Bengal,2023-04-29,01:05,Bike,Silver,2018,Uttar Pradesh,62,Male,Heavy Vehicle,9,Clear,Wet,OFF5000,Local Police,Suspended,4,Yes,N/A,Red,40,115,0.13,Positive,Yes,No,Card,Yes,3,First Violation
VLT100119,Using Mobile Phone,4808,Tamil Nadu,2023-04-30,22:11,Scooter,Red,2022,Gujarat,26,Other,Commercial,6,Rainy,Wet,OFF5688,Highway Patrol,Valid,5,N/A,No,Green,30,64,0.07,Not Conducted,No,No,Card,No,5,
VLT100120,Using Mobile Phone,2710,Punjab,2023-05-01,12:23,Scooter,Yellow,2013,Maharashtra,58,Female,Heavy Vehicle,6,Dust Storm,Dry,OFF7297,Traffic Police,Valid,3,N/A,No,Yellow,50,101,0.45,Not Conducted,Yes,No,Card,No,5,First Violation
VLT100121,Driving Without License,2068,West Bengal,2023-05-02,07:03,Car,White,2020,Delhi,56,Male,Commercial,3,Dust Storm,Dry,OFF2200,Traffic Police,Valid,3,No,Yes,Yellow,40,117,0.25,Negative,Yes,No,Not Paid,No,5,First Violation
VLT100122,No Seatbelt,1216,Punjab,2023-05-03,23:24,Scooter,Green,2003,Gujarat,64,Male,Four-Wheeler,1,Rainy,Wet,OFF6722,Highway Patrol,Suspended,2,Yes,N/A,Red,40,94,0.47,Not Conducted,No,Yes,Card,No,3,
VLT100123,Using Mobile Phone,1457,Uttar Pradesh,2023-05-04,10:05,Bike,Green,2000,Punjab,74,Other,Commercial,1,Foggy,Slippery,OFF6951,RTO,Suspended,2,N/A,Yes,Green,50,25,0.08,Positive,Yes,Yes,Cash,No,2,Repeat Offender
VLT100124,Driving Without License,4479,Tamil Nadu,2023-05-05,23:33,Auto Rickshaw,Black,2009,West Bengal,48,Female,Four-Wheeler,8,Rainy,Potholes,OFF4182,Highway Patrol,Suspended,2,No,Yes,Yellow,60,83,0.38,Not Conducted,No,Yes,Card,No,5,Repeat Offender
VLT100125,No Helmet,2646,Tamil Nadu,2023-05-06,10:10,Auto Rickshaw,Silver,1999,Gujarat,59,Other,Two-Wheeler,1,Foggy,Wet,OFF2656,Local Police,Suspended,5,No,N/A,Green,100,40,0.17,Negative,Yes,Yes,Not Paid,Yes,0,
VLT100126,Over-speeding,2468,Gujarat,2023-05-07,08:14,Car,Yellow,1995,Punjab,48,Female,Commercial,6,Clear,Slippery,OFF6240,RTO,Valid,4,N/A,No,Green,60,99,0.25,Positive,Yes,Yes,Online,No,3,
VLT100127,Over-speeding,662,Punjab,2023-05-08,10:47,Truck,White,2015,Karnataka,55,Other,Two-Wheeler,5,Dust Storm,Slippery,OFF8788,Highway Patrol,Expired,3,N/A,No,Green,50,59,0.19,Not Conducted,Yes,No,Online,Yes,4,First Violation
VLT100128,Wrong Parking,4893,Punjab,2023-05-09,09:11,Bus,Silver,2004,Maharashtra,46,Female,Heavy Vehicle,7,Dust Storm,Dry,OFF5073,Traffic Police,Suspended,5,No,No,Green,100,80,0.18,Negative,No,Yes,Online,Yes,1,
VLT100129,No Seatbelt,2160,Delhi,2023-05-10,21:35,Truck,Black,2004,West Bengal,35,Female,Heavy Vehicle,6,Foggy,Dry,OFF1111,Local Police,Suspended,2,N/A,No,Red,80,65,0.47,Not Conducted,Yes,No,Card,No,0,Fine Paid On Spot
VLT100130,No Helmet,1147,Maharashtra,2023-05-11,19:31,Car,Black,2000,Tamil Nadu,29,Female,Learner,2,Foggy,Wet,OFF3948,RTO,Suspended,1,No,N/A,Yellow,30,101,0.08,Negative,Yes,Yes,Online,No,0,Fine Paid On Spot
VLT100131,Signal Jumping,1762,West Bengal,2023-05-12,12:49,Car,White,1995,Gujarat,22,Female,Heavy Vehicle,9,Rainy,Wet,OFF8634,Local Police,Valid,2,Yes,Yes,Yellow,40,28,0.05,Negative,No,No,Not Paid,Yes,0,Fine Paid On Spot
VLT100132,Wrong Parking,2676,Karnataka,2023-05-13,03:17,Bike,Black,2020,Uttar Pradesh,62,Female,Learner,3,Dust Storm,Slippery,OFF4310,Traffic Police,Suspended,5,No,No,Yellow,100,110,0.09,Positive,No,No,Not Paid,Yes,2,Fine Paid On Spot
VLT100133,Signal Jumping,1695,Punjab,2023-05-14,02:28,Truck,Black,1999,West Bengal,64,Other,Four-Wheeler,6,Rainy,Slippery,OFF2496,Highway Patrol,Expired,5,No,No,Red,30,115,0.13,Positive,No,No,Not Paid,No,1,
VLT100134,Using Mobile Phone,2290,Uttar Pradesh,2023-05-15,04:40,Bike,Grey,2001,Tamil Nadu,57,Other,Heavy Vehicle,8,Clear,Under Construction,OFF3334,Traffic Police,Valid,1,No,No,Yellow,100,24,0.22,Positive,No,Yes,Cash,Yes,4,First Violation
VLT100135,Over-speeding,2283,Maharashtra,2023-05-16,18:25,Auto Rickshaw,Green,2023,Uttar Pradesh,69,Other,Commercial,9,Foggy,Dry,OFF5224,Local Police,Suspended,3,N/A,Yes,Green,80,63,0.21,Not Conducted,Yes,No,Cash,No,0,Repeat Offender
VLT100136,Wrong Parking,1592,Tamil Nadu,2023-05-17,20:21,Auto Rickshaw,White,2006,Gujarat,75,Female,Heavy Vehicle,5,Rainy,Dry,OFF5522,Traffic Police,Suspended,3,Yes,No,Yellow,50,71,0.37,Not Conducted,Yes,Yes,Cash,Yes,1,Repeat Offender
VLT100137,Over-speeding,3557,Maharashtra,2023-05-18,17:03,Car,Black,2001,Delhi,73,Female,Heavy Vehicle,0,Clear,Potholes,OFF1005,Highway Patrol,Suspended,3,Yes,Yes,Red,30,53,0.25,Not Conducted,No,No,Cash,No,3,
VLT100138,No Seatbelt,2825,Gujarat,2023-05-19,16:07,Truck,Silver,1999,Uttar Pradesh,38,Male,Two-Wheeler,5,Clear,Under Construction,OFF8333,Local Police,Suspended,3,No,No,Green,30,78,0.49,Positive,No,No,Not Paid,No,3,Fine Paid On Spot
VLT100139,Driving Without License,4110,Maharashtra,2023-05-20,02:08,Car,Grey,1999,Delhi,67,Other,Learner,8,Rainy,Slippery,OFF1834,Traffic Police,Expired,3,N/A,No,Red,50,83,0.49,Negative,Yes,Yes,Online,Yes,1,Repeat Offender
VLT100140,Drunk Driving,567,Maharashtra,2023-05-21,03:53,Auto Rickshaw,Black,2008,Delhi,31,Male,Commercial,7,Foggy,Slippery,OFF1939,RTO,Suspended,4,Yes,No,Red,50,82,0.04,Positive,Yes,Yes,Card,No,2,Fine Paid On Spot
VLT100141,Driving Without License,4792,Gujarat,2023-05-22,18:19,Scooter,Red,2009,Tamil Nadu,43,Male,Four-Wheeler,2,Cloudy,Dry,OFF9332,Highway Patrol,Suspended,2,N/A,Yes,Green,60,37,0.14,Negative,No,No,Not Paid,No,1,Repeat Offender
VLT100142,Drunk Driving,3451,West Bengal,2023-05-23,14:10,Bus,Silver,2005,Delhi,61,Male,Heavy Vehicle,3,Rainy,Slippery,OFF3925,Local Police,Suspended,2,N/A,Yes,Green,30,96,0.43,Negative,No,Yes,Online,No,0,Fine Paid On Spot
VLT100143,Wrong Parking,3050,Delhi,2023-05-24,16:57,Bus,Silver,2000,Uttar Pradesh,23,Female,Heavy Vehicle,4,Rainy,Dry,OFF1614,Local Police,Suspended,4,No,Yes,Green,80,120,0.15,Positive,No,Yes,Not Paid,No,2,
VLT100144,Signal Jumping,2345,Punjab,2023-05-25,17:15,Scooter,Red,1995,Uttar Pradesh,21,Female,Commercial,2,Rainy,Potholes,OFF8756,Highway Patrol,Valid,5,No,Yes,Red,30,54,0.47,Negative,No,Yes,Not Paid,Yes,4,
VLT100145,Wrong Parking,1448,Delhi,2023-05-26,08:41,Car,Blue,2009,Gujarat,34,Female,Learner,9,Rainy,Slippery,OFF6532,RTO,Suspended,2,No,N/A,Red,30,95,0.35,Negative,No,No,Not Paid,No,3,
VLT100146,Using Mobile Phone,2207,Tamil Nadu,2023-05-27,17:08,Scooter,Silver,2017,Punjab,74,Female,Commercial,2,Cloudy,Slippery,OFF5002,Highway Patrol,Valid,4,Yes,No,Red,100,96,0.45,Positive,No,No,Online,No,1,Repeat Offender
VLT100147,Drunk Driving,1963,West Bengal,2023-05-28,00:28,Car,Red,2022,Punjab,51,Other,Commercial,0,Clear,Wet,OFF3721,RTO,Expired,4,Yes,No,Red,50,37,0.42,Negative,No,Yes,Cash,Yes,2,Fine Paid On Spot
VLT100148,Signal Jumping,4793,Punjab,2023-05-29,13:51,Bike,Silver,2006,Uttar Pradesh,44,Female,Heavy Vehicle,4,Cloudy,Dry,OFF1818,Traffic Police,Valid,3,Yes,Yes,Red,80,21,0.13,Negative,Yes,Yes,Card,No,1,First Violation
VLT100149,Wrong Parking,2783,Tamil Nadu,2023-05-30,10:28,Truck,Blue,2016,Gujarat,26,Other,Four-Wheeler,3,Dust Storm,Dry,OFF4707,Traffic Police,Suspended,3,No,N/A,Red,30,106,0.35,Negative,Yes,Yes,Card,No,5,Fine Paid On Spot
VLT100150,Drunk Driving,2597,Maharashtra,2023-05-31,20:12,Auto Rickshaw,Green,2021,Punjab,55,Female,Commercial,0,Cloudy,Potholes,OFF5756,Traffic Police,Valid,2,No,N/A,Green,50,85,0.33,Negative,No,Yes,Card,No,3,Repeat Offender
VLT100151,Driving Without License,276,Tamil Nadu,2023-06-01,11:11,Scooter,Silver,2022,Punjab,70,Male,Two-Wheeler,6,Clear,Under Construction,OFF7212,Local Police,Suspended,2,No,Yes,Yellow,40,30,0.15,Not Conducted,Yes,No,Online,No,5,Repeat Offender
VLT100152,Drunk Driving,4923,Maharashtra,2023-06-02,08:11,Scooter,Blue,1997,Maharashtra,26,Male,Two-Wheeler,4,Dust Storm,Slippery,OFF1687,RTO,Suspended,2,No,No,Red,60,41,0.04,Negative,No,Yes,Not Paid,No,0,Repeat Offender
VLT100153,Wrong Parking,2290,West Bengal,2023-06-03,21:04,Truck,Yellow,1997,Maharashtra,38,Female,Learner,5,Foggy,Dry,OFF2264,Highway Patrol,Expired,4,N/A,No,Green,80,97,0.28,Positive,Yes,No,Cash,Yes,5,Fine Paid On Spot
VLT100154,Drunk Driving,2883,Tamil Nadu,2023-06-04,10:53,Car,Blue,2004,Punjab,24,Male,Two-Wheeler,5,Dust Storm,Dry,OFF7081,Highway Patrol,Expired,2,No,No,Green,50,99,0.34,Positive,No,No,Not Paid,Yes,2,
VLT100155,No Helmet,3128,Gujarat,2023-06-05,14:42,Bike,Black,2019,West Bengal,18,Other,Four-Wheeler,7,Dust Storm,Slippery,OFF6480,Highway Patrol,Suspended,3,No,No,Red,60,41,0.19,Not Conducted,No,Yes,Card,No,3,
VLT100156,Driving Without License,4983,Delhi,2023-06-06,10:21,Bike,Blue,2011,Gujarat,41,Other,Heavy Vehicle,4,Clear,Under Construction,OFF7718,Highway Patrol,Expired,3,Yes,No,Red,50,74,0.34,Positive,No,Yes,Online,Yes,4,
VLT100157,Driving Without License,2331,Punjab,2023-06-07,19:15,Bus,Red,2011,West Bengal,56,Male,Commercial,7,Clear,Under Construction,OFF5595,Highway Patrol,Suspended,5,N/A,No,Green,30,92,0.4,Positive,Yes,Yes,Cash,Yes,1,Repeat Offender
VLT100158,Driving Without License,4619,West Bengal,2023-06-08,06:26,Scooter,Silver,1999,Karnataka,67,Male,Two-Wheeler,6,Rainy,Wet,OFF8122,Traffic Police,Suspended,1,Yes,Yes,Green,100,88,0.43,Negative,No,No,Cash,Yes,0,Fine Paid On Spot
VLT100159,Drunk Driving,1228,West Bengal,2023-06-09,12:55,Truck,White,2019,West Bengal,47,Male,Four-Wheeler,8,Clear,Potholes,OFF3581,RTO,Valid,2,No,N/A,Red,100,83,0.37,Negative,No,Yes,Card,Yes,4,
VLT100160,Over-speeding,4335,Tamil Nadu,2023-06-10,15:56,Bus,Red,2011,Uttar Pradesh,35,Other,Heavy Vehicle,0,Clear,Wet,OFF7007,RTO,Suspended,4,No,No,Red,80,49,0.21,Negative,No,No,Online,No,1,First Violation
VLT100161,Over-speeding,3138,Tamil Nadu,2023-06-11,17:51,Auto Rickshaw,Silver,1997,Tamil Nadu,71,Other,Heavy Vehicle,0,Clear,Wet,OFF2783,Traffic Police,Expired,3,N/A,Yes,Green,40,31,0.05,Negative,No,Yes,Online,Yes,5,Fine Paid On Spot
VLT100162,Driving Without License,791,Tamil Nadu,2023-06-12,14:50,Truck,Green,1999,Punjab,45,Other,Commercial,4,Rainy,Wet,OFF9226,Local Police,Expired,3,N/A,N/A,Green,40,113,0.16,Positive,Yes,Yes,Online,No,4,First Violation
VLT100163,Driving Without License,4779,Maharashtra,2023-06-13,20:59,Scooter,Green,1996,West Bengal,36,Female,Heavy Vehicle,2,Rainy,Dry,OFF5247,Local Police,Suspended,3,N/A,N/A,Yellow,100,20,0.12,Negative,No,No,Cash,Yes,3,Repeat Offender
VLT100164,Wrong Parking,1121,West Bengal,2023-06-14,08:03,Auto Rickshaw,Black,2002,Maharashtra,73,Other,Commercial,9,Foggy,Potholes,OFF3679,Local Police,Valid,5,Yes,Yes,Yellow,80,77,0.11,Positive,Yes,Yes,Card,Yes,2,Repeat Offender
VLT100165,Drunk Driving,4921,Tamil Nadu,2023-06-15,04:36,Truck,Black,2010,West Bengal,44,Other,Two-Wheeler,10,Rainy,Slippery,OFF8721,Highway Patrol,Valid,2,N/A,N/A,Red,60,118,0.46,Negative,Yes,No,Card,No,2,Fine Paid On Spot
VLT100166,No Helmet,3701,Gujarat,2023-06-16,04:43,Bike,Silver,1999,Tamil Nadu,58,Other,Learner,10,Cloudy,Under Construction,OFF4621,Highway Patrol,Expired,5,No,Yes,Green,100,34,0.29,Positive,Yes,No,Cash,No,2,Fine Paid On Spot
VLT100167,Overloading,115,Maharashtra,2023-06-17,02:47,Bus,Red,2015,West Bengal,61,Female,Heavy Vehicle,5,Rainy,Dry,OFF9107,RTO,Valid,5,N/A,Yes,Red,80,31,0.09,Not Conducted,No,No,Card,Yes,1,
VLT100168,No Helmet,1761,Gujarat,2023-06-18,13:57,Car,Grey,2002,Delhi,59,Other,Learner,10,Clear,Under Construction,OFF6233,Traffic Police,Valid,5,N/A,N/A,Yellow,50,97,0.27,Negative,Yes,Yes,Cash,Yes,1,First Violation
VLT100169,Signal Jumping,1959,Delhi,2023-06-19,06:37,Bike,Grey,2004,Delhi,36,Male,Four-Wheeler,3,Clear,Under Construction,OFF9818,Highway Patrol,Valid,1,No,N/A,Green,50,58,0.43,Negative,No,No,Not Paid,Yes,1,Repeat Offender
VLT100170,Wrong Parking,4579,Tamil Nadu,2023-06-20,17:02,Bike,Yellow,2022,Tamil Nadu,67,Male,Heavy Vehicle,7,Dust Storm,Under Construction,OFF9531,Highway Patrol,Expired,3,N/A,No,Yellow,50,88,0.3,Not Conducted,Yes,No,Card,No,3,Repeat Offender
VLT100171,Wrong Parking,1551,Karnataka,2023-06-21,03:19,Auto Rickshaw,Red,2022,Gujarat,62,Male,Commercial,9,Clear,Dry,OFF7357,Highway Patrol,Expired,4,No,No,Green,30,27,0.32,Negative,No,No,Online,Yes,4,Repeat Offender
VLT100172,Wrong Parking,2381,Uttar Pradesh,2023-06-22,02:44,Bike,Red,2001,Punjab,46,Male,Commercial,1,Cloudy,Under Construction,OFF4294,Traffic Police,Expired,3,N/A,Yes,Red,100,40,0.08,Negative,Yes,Yes,Not Paid,Yes,0,First Violation
VLT100173,Driving Without License,571,West Bengal,2023-06-23,07:04,Car,White,2011,Karnataka,21,Other,Four-Wheeler,0,Cloudy,Under Construction,OFF5053,Highway Patrol,Expired,2,N/A,N/A,Green,30,72,0.31,Negative,No,Yes,Card,Yes,1,First Violation
VLT100174,No Helmet,100,Punjab,2023-06-24,15:06,Bike,Blue,2008,Uttar Pradesh,49,Other,Two-Wheeler,0,Foggy,Dry,OFF5679,Local Police,Expired,1,Yes,Yes,Red,60,106,0.0,Not Conducted,Yes,No,Cash,Yes,2,Fine Paid On Spot
VLT100175,Signal Jumping,1255,Punjab,2023-06-25,07:14,Bus,Black,2019,Punjab,71,Other,Four-Wheeler,3,Rainy,Slippery,OFF5643,RTO,Valid,2,No,No,Green,30,26,0.35,Not Conducted,No,Yes,Online,Yes,3,
VLT100176,Overloading,2449,Karnataka,2023-06-26,20:49,Bike,Green,2021,West Bengal,51,Female,Heavy Vehicle,8,Cloudy,Wet,OFF8343,Highway Patrol,Valid,2,No,No,Yellow,30,31,0.24,Positive,Yes,No,Online,Yes,2,
VLT100177,No Helmet,310,Maharashtra,2023-06-27,14:31,Scooter,Silver,2018,Karnataka,69,Male,Heavy Vehicle,7,Cloudy,Slippery,OFF8712,Traffic Police,Expired,4,No,N/A,Red,80,98,0.31,Negative,Yes,No,Cash,No,2,
VLT100178,Driving Without License,1605,Uttar Pradesh,2023-06-28,05:22,Scooter,Black,2010,Maharashtra,26,Female,Heavy Vehicle,6,Dust Storm,Under Construction,OFF6217,Highway Patrol,Expired,1,N/A,N/A,Green,60,84,0.25,Positive,No,Yes,Not Paid,No,5,Repeat Offender
VLT100179,Overloading,3621,West Bengal,2023-06-29,18:21,Bus,Grey,2005,West Bengal,18,Other,Learner,5,Dust Storm,Slippery,OFF6617,Local Police,Suspended,4,Yes,No,Red,40,59,0.02,Negative,Yes,No,Card,Yes,4,Fine Paid On Spot
VLT100180,Using Mobile Phone,1355,West Bengal,2023-06-30,06:34,Scooter,Black,2005,Punjab,41,Female,Learner,3,Foggy,Slippery,OFF3008,RTO,Expired,3,No,Yes,Yellow,60,79,0.32,Not Conducted,No,No,Card,No,1,First Violation
VLT100181,Driving Without License,316,Maharashtra,2023-07-01,00:31,Auto Rickshaw,Yellow,2020,Maharashtra,53,Other,Heavy Vehicle,0,Foggy,Wet,OFF6517,RTO,Suspended,4,No,Yes,Yellow,100,88,0.28,Negative,No,No,Not Paid,Yes,1,Fine Paid On Spot
VLT100182,No Seatbelt,2962,Delhi,2023-07-02,14:00,Scooter,Grey,2014,Tamil Nadu,70,Female,Heavy Vehicle,3,Foggy,Slippery,OFF1619,RTO,Suspended,4,N/A,Yes,Green,80,91,0.33,Negative,Yes,Yes,Cash,Yes,5,Repeat Offender
VLT100183,Overloading,2686,Karnataka,2023-07-03,07:05,Truck,Silver,2000,Maharashtra,65,Male,Learner,0,Clear,Wet,OFF9693,Traffic Police,Valid,3,N/A,Yes,Red,100,41,0.24,Negative,Yes,No,Cash,No,5,Repeat Offender
VLT100184,Drunk Driving,933,Delhi,2023-07-04,04:45,Bus,White,2017,Tamil Nadu,49,Other,Two-Wheeler,7,Cloudy,Slippery,OFF3224,Local Police,Suspended,4,No,N/A,Green,80,29,0.26,Positive,Yes,Yes,Cash,No,4,Repeat Offender
VLT100185,Over-speeding,601,Karnataka,2023-07-05,03:43,Car,Grey,2017,Maharashtra,64,Male,Commercial,8,Foggy,Under Construction,OFF4208,Local Police,Expired,3,N/A,Yes,Yellow,50,42,0.47,Positive,Yes,Yes,Cash,No,2,Fine Paid On Spot
VLT100186,No Helmet,1252,Karnataka,2023-07-06,07:25,Bus,Red,1997,Tamil Nadu,63,Other,Heavy Vehicle,0,Foggy,Slippery,OFF4203,Highway Patrol,Suspended,2,N/A,No,Red,30,77,0.07,Positive,Yes,No,Cash,Yes,2,
VLT100187,No Helmet,2000,Karnataka,2023-07-07,18:08,Scooter,Grey,2020,Delhi,38,Other,Commercial,5,Cloudy,Dry,OFF6558,RTO,Expired,2,N/A,Yes,Red,30,87,0.46,Negative,Yes,Yes,Online,Yes,0,First Violation
VLT100188,Over-speeding,599,Gujarat,2023-07-08,05:43,Truck,Black,2023,Karnataka,70,Female,Four-Wheeler,0,Dust Storm,Dry,OFF3309,Local Police,Valid,3,Yes,Yes,Green,30,37,0.04,Not Conducted,No,Yes,Not Paid,No,0,First Violation
VLT100189,Using Mobile Phone,188,Tamil Nadu,2023-07-09,01:45,Car,Green,2007,West Bengal,68,Male,Commercial,6,Clear,Under Construction,OFF8407,Highway Patrol,Expired,4,Yes,No,Yellow,60,23,0.08,Negative,No,Yes,Card,No,3,First Violation
VLT100190,No Seatbelt,1921,Karnataka,2023-07-10,20:58,Auto Rickshaw,White,2015,Gujarat,26,Female,Commercial,4,Rainy,Under Construction,OFF1602,RTO,Expired,1,Yes,Yes,Green,100,89,0.38,Not Conducted,Yes,No,Online,No,5,Repeat Offender
VLT100191,Over-speeding,3631,Uttar Pradesh,2023-07-11,21:39,Bike,Yellow,2000,Maharashtra,52,Other,Four-Wheeler,2,Clear,Slippery,OFF6541,Highway Patrol,Expired,5,No,Yes,Yellow,30,64,0.41,Positive,No,No,Card,Yes,5,
VLT100192,Wrong Parking,1764,Delhi,2023-07-12,14:15,Bike,Black,2013,Tamil Nadu,20,Other,Learner,9,Clear,Dry,OFF2948,Highway Patrol,Valid,2,N/A,No,Red,40,33,0.23,Not Conducted,Yes,Yes,Cash,No,3,First Violation
VLT100193,Using Mobile Phone,1071,West Bengal,2023-07-13,05:51,Truck,Green,2005,Tamil Nadu,54,Female,Heavy Vehicle,9,Rainy,Under Construction,OFF5902,RTO,Valid,3,N/A,Yes,Green,80,34,0.46,Negative,No,No,Cash,No,1,Fine Paid On Spot
